nct_id,canonical_name_final,lead_sponsor,lead_sponsor_class,brief_title,phase,overall_status,source_therapy_name,therapy_identity_final,mechanism_superfamily,mechanism_family,molecular_targets,mechanism_action,modality,agonist_order,incretin_based,classification_status,confidence,source_url,notes,scope_review_flag,classification_status_original,classification_status_final,mechanism_superfamily_final,mechanism_family_final,mechanism_classified,researched_but_publicly_undisclosed,unreviewed_long_tail
NCT06345066,eloralintide,Eli Lilly and Company,INDUSTRY,A Study of LY3841136 in Overweight and Obese Participants,PHASE1,COMPLETED,eloralintide,eloralintide,Amylin-based,amylin,AMY1R (preferential); AMY3R; CTR,"Selective amylin receptor agonist, preferential for AMY1R",peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41109426/,Long-acting amylin analogue with preferential human AMY1R activation.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT06345066,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study of LY3841136 in Overweight and Obese Participants,PHASE1,COMPLETED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06352424,bi 1820237,Boehringer Ingelheim,INDUSTRY,"A Study in People With Overweight or Obesity to Test How BI 1820237, BI 456906, or a Combination of Both Affects Brain Activity",PHASE1,COMPLETED,bi 1820237,bi 1820237,CNS/appetite,NPY2,NPY2R,Long-acting NPY2 receptor agonist,peptide,mono,False,VERIFIED,high,https://www.gubra.dk/mfn_news/phase-1-trial-results-from-a-novel-long-acting-npy2-receptor-agonist-in-partnership-between-gubra-as-and-boehringer-ingelheim-presented-today-at-the-european-congress-on-obesity-eco-2023/,Obesity development was discontinued in 2024; mechanism remains relevant to historical landscape.,False,VERIFIED,VERIFIED,CNS/appetite,NPY2,True,False,False
NCT06352892,maridebart cafraglutide,Amgen,INDUSTRY,A Study to Evaluate AMG 133 in Chinese Participants With Obesity or Overweight,PHASE1,COMPLETED,maridebart cafraglutide,maridebart cafraglutide,Incretin-based,GLP-1 agonism + GIP antagonism,GLP1R; GIPR,GLP-1 receptor agonism plus GIP receptor antagonism,antibody-peptide conjugate,,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/38316982/,Anti-GIPR antibody conjugated to GLP-1 agonist peptides.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1 agonism + GIP antagonism,True,False,False
NCT06371326,zt002,"Beijing QL Biopharmaceutical Co.,Ltd",INDUSTRY,A Study of ZT002 Injection in Participants With Overweight or Obesity,PHASE1,COMPLETED,zt002,zovaglutide,Incretin-based,GLP-1,GLP1R,Ultra-long-acting GLP-1 receptor agonist,peptide,mono,True,VERIFIED_ALIAS,high,https://clinicaltrials.gov/study/NCT07230119,ZT002 is zovaglutide; collapse into zovaglutide identity.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
NCT06373146,mibavademab,Eli Lilly and Company,INDUSTRY,A Study of Tirzepatide (LY3298176) Plus Mibavademab Compared With Tirzepatide Alone in Adult Participants With Obesity,PHASE2,COMPLETED,mibavademab,mibavademab,Leptin pathway,leptin receptor,LEPR,Agonistic leptin-receptor monoclonal antibody,monoclonal antibody,mono,False,VERIFIED,high,https://pmc.ncbi.nlm.nih.gov/articles/PMC11003274/,Fully human LEPR agonistic antibody.,False,VERIFIED,VERIFIED,Leptin pathway,leptin receptor,True,False,False
NCT06373146,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study of Tirzepatide (LY3298176) Plus Mibavademab Compared With Tirzepatide Alone in Adult Participants With Obesity,PHASE2,COMPLETED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06374875,incretin-based therapy,The Cleveland Clinic,OTHER,Fibrosis Lessens After Metabolic Surgery,PHASE4,RECRUITING,,incretin-based therapy,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06383832,dapagliflozin,Sun Jia,OTHER,Effect of Dapagliflozin on Body Weight in Overweight Women Consuming Different Proportions of Carbohydrate Diet.,PHASE4,COMPLETED,dapagliflozin,dapagliflozin,Renal/glucose transport,SGLT2,SLC5A2 (SGLT2),SGLT2 inhibition increases urinary glucose excretion,small molecule,,False,VERIFIED,high,,Established SGLT2 inhibitor.,False,VERIFIED,VERIFIED,Renal/glucose transport,SGLT2,True,False,False
NCT06388187,cagrilintide,Novo Nordisk A/S,INDUSTRY,A Research Study to See How Well Different Doses of CagriSema Help People With Excess Body Weight Lose Weight,PHASE3,COMPLETED,cagrilintide,cagrilintide,Amylin-based,amylin,AMY1R; AMY2R; AMY3R; CTR,Long-acting amylin/calcitonin receptor agonist,peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42452898/,Long-acting amylin analogue with activity across amylin receptors and CTR.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT06388187,semaglutide,Novo Nordisk A/S,INDUSTRY,A Research Study to See How Well Different Doses of CagriSema Help People With Excess Body Weight Lose Weight,PHASE3,COMPLETED,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06396429,ribupatide,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,To Compare the Efficacy and Safety of HRS9531 and Placebo in Subjects With Overweight or Obese,PHASE3,COMPLETED,ribupatide,ribupatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-991.html,HRS9531/KAI-9531; injectable and oral formulations in development.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06411210,semaglutide,Yale University,OTHER,Obesity Complicating Type 1 Diabetes: GLP-1 Analogue Anti-obesity Treatment,PHASE2,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06417697,xen-101,Xeno Biosciences,INDUSTRY,A Phase 1b Study to Evaluate the Safety of XEN-101,PHASE1,TERMINATED,,xen-101,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06423599,semaglutide,"Jens D Hove, MD,PHD",OTHER,Effect of Weight Loss on Physical and Cardiac Performance in People With Obesity and Heart Failure,PHASE2; PHASE3,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06435676,ribupatide,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,A Study of Single and Multiple Doses HRS9531 Tablets in Healthy Subjects,PHASE1,COMPLETED,ribupatide,ribupatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-991.html,HRS9531/KAI-9531; injectable and oral formulations in development.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06438146,liraglutide,Brigham and Women's Hospital,OTHER,LIROH - Liraglutide for Obesity in HIV,PHASE4,UNKNOWN,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06439277,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study of Tirzepatide in Adolescents With Obesity and Weight-Related Comorbidities (SURMOUNT-ADOLESCENTS-2),PHASE3,RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06440980,orforglipron,Eli Lilly and Company,INDUSTRY,A Study to Compare Tablets and Capsules of Orforglipron (LY3502970) in Healthy Participants Who Are Obese or Overweight,PHASE1,COMPLETED,orforglipron,orforglipron,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Oral nonpeptide GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06445075,apitegromab,"Scholar Rock, Inc.",INDUSTRY,Efficacy and Safety of Apitegromab for the Treatment of Adults Who Are Overweight or Obese,PHASE2,COMPLETED,apitegromab,apitegromab,Lean-mass preservation,myostatin activation blockade,latent/promyostatin,Monoclonal antibody selectively inhibiting activation of myostatin,monoclonal antibody,,False,VERIFIED,high,https://www.nature.com/articles/s41591-026-04440-4,Lean-mass-preservation adjunct during tirzepatide-induced weight loss.,False,VERIFIED,VERIFIED,Lean-mass preservation,myostatin activation blockade,True,False,False
NCT06461039,zenagamtide,Novo Nordisk A/S,INDUSTRY,A Research Study Looking at How the Compound NNC0487-0111 Works With Birth Control Pills and Affects Emptying of the Stomach in Women Not Able to Become Pregnant,PHASE1,COMPLETED,zenagamtide,zenagamtide,Incretin + amylin,GLP-1/amylin,GLP1R; amylin receptors; CTR,"Unimolecular GLP-1, amylin and calcitonin receptor agonist",peptide,multi,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42532079/,Formerly amycretin; current name zenagamtide.,False,VERIFIED,VERIFIED,Incretin + amylin,GLP-1/amylin,True,False,False
NCT06468748,semaglutide,United States Army Research Institute of Environmental Medicine,FED,The Effects of Semaglutide on Body Composition and Performance in Military Personnel,PHASE4,WITHDRAWN,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06471530,te-8105 mad cohort 1,"Immunwork, Inc.",INDUSTRY,A Study to Investigate the Safety and Tolerability of TE-8105 in Overweight/Obese Participants Without Diabetes,PHASE1; PHASE2,COMPLETED,,te-8105 mad cohort 1,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06471530,te-8105 mad cohort 2,"Immunwork, Inc.",INDUSTRY,A Study to Investigate the Safety and Tolerability of TE-8105 in Overweight/Obese Participants Without Diabetes,PHASE1; PHASE2,COMPLETED,,te-8105 mad cohort 2,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06471530,te-8105 sad cohort 1,"Immunwork, Inc.",INDUSTRY,A Study to Investigate the Safety and Tolerability of TE-8105 in Overweight/Obese Participants Without Diabetes,PHASE1; PHASE2,COMPLETED,,te-8105 sad cohort 1,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06471530,te-8105 sad cohort 2,"Immunwork, Inc.",INDUSTRY,A Study to Investigate the Safety and Tolerability of TE-8105 in Overweight/Obese Participants Without Diabetes,PHASE1; PHASE2,COMPLETED,,te-8105 sad cohort 2,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06471530,te-8105 sad cohort 3,"Immunwork, Inc.",INDUSTRY,A Study to Investigate the Safety and Tolerability of TE-8105 in Overweight/Obese Participants Without Diabetes,PHASE1; PHASE2,COMPLETED,,te-8105 sad cohort 3,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06471530,te-8105 sad cohort 4,"Immunwork, Inc.",INDUSTRY,A Study to Investigate the Safety and Tolerability of TE-8105 in Overweight/Obese Participants Without Diabetes,PHASE1; PHASE2,COMPLETED,,te-8105 sad cohort 4,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06471530,te-8105 sad cohort 5 adaptive cohort,"Immunwork, Inc.",INDUSTRY,A Study to Investigate the Safety and Tolerability of TE-8105 in Overweight/Obese Participants Without Diabetes,PHASE1; PHASE2,COMPLETED,,te-8105 sad cohort 5 adaptive cohort,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06478563,zenagamtide,Novo Nordisk A/S,INDUSTRY,A Research Study Looking at Different Oral Formulations and the Effect of Food Intake on How the Medicine NNC0487-0111 Behaves in the Body of Participants Living With Overweight or Obesity,PHASE1,COMPLETED,zenagamtide,zenagamtide,Incretin + amylin,GLP-1/amylin,GLP1R; amylin receptors; CTR,"Unimolecular GLP-1, amylin and calcitonin receptor agonist",peptide,multi,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42532079/,Formerly amycretin; current name zenagamtide.,False,VERIFIED,VERIFIED,Incretin + amylin,GLP-1/amylin,True,False,False
NCT06481098,hm15275,Hanmi Pharmaceutical Company Limited,INDUSTRY,A Phase 1 Study to Assess HM15275 in Healthy and Obese Subjects.,PHASE1,COMPLETED,hm15275,hm15275,Incretin-based,GLP-1/GIP/glucagon,GLP1R; GIPR; GCGR,Triple GLP-1/GIP/glucagon receptor agonist,peptide,triple,True,VERIFIED,high,https://hanmipharm.com/science/pipeline/focused/hm15275.hm,Long-acting triple agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP/glucagon,True,False,False
NCT06492135,survodutide,Boehringer Ingelheim,INDUSTRY,A Study in Chinese People With Overweight or Obesity to Test How Different Doses of Survodutide Are Taken up in the Body,PHASE1,COMPLETED,survodutide,survodutide,Incretin-based,GLP-1/glucagon,GLP1R; GCGR,Dual GLP-1/glucagon receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Former development code BI 456906.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/glucagon,True,False,False
NCT06492330,cs0159,Shanghai Jiao Tong University School of Medicine,OTHER,Efficacy and Safety of CS0159 Combined With Semaglutide in MASH Patients With Obesity and T2DM,,COMPLETED,cs0159,cs0159,Undisclosed,undisclosed,,,small molecule (reported; mechanism needs confirmation),,,RESEARCH_REQUIRED,low,https://clinicaltrials.gov/study/NCT06492330,Used with semaglutide in obesity/MASH studies; mechanism requires stronger primary-source verification.,False,RESEARCH_REQUIRED,UNRESOLVED_PUBLIC_INFO,Undisclosed / insufficient public information,Undisclosed,False,True,False
NCT06493084,lae102 administration,Laekna Limited,INDUSTRY,Evaluate LAE102 in Healthy and Overweight/Obese Subjects,PHASE1,RECRUITING,,lae102 administration,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06493084,lae102 multiple administration,Laekna Limited,INDUSTRY,Evaluate LAE102 in Healthy and Overweight/Obese Subjects,PHASE1,RECRUITING,,lae102 multiple administration,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06499857,semaglutide,University of Chicago,OTHER,Semaglutide for Metabolic Intervention and Adipose Loss to Treat Atrial Fibrillation,PHASE3,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06500299,hdm1002 qd,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,Evaluate the Safety and Efficacy of HDM1002 Tablets in Overweight and Obese Adults,PHASE2,UNKNOWN,hdm1002 qd,hdm1002,Incretin-based,GLP-1,GLP1R,Selective cAMP-biased GLP-1 receptor agonism,small molecule,mono,True,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/41803652/,Dose/duration wording; collapse to HDM1002.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
NCT06500299,hdm1002 qd 12weeks,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,Evaluate the Safety and Efficacy of HDM1002 Tablets in Overweight and Obese Adults,PHASE2,UNKNOWN,hdm1002 qd 12weeks,hdm1002,Incretin-based,GLP-1,GLP1R,Selective cAMP-biased GLP-1 receptor agonism,small molecule,mono,True,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/41803652/,Dose/duration wording; collapse to HDM1002.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
NCT06501326,liraglutide,Affiliated Hospital of Nantong University,OTHER,Efficacy and Safety of Liraglutide in the Treatment of Obesity Combined With Metabolism Associated Fatty Liver Disease,PHASE4,UNKNOWN,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06501326,orlistat,Affiliated Hospital of Nantong University,OTHER,Efficacy and Safety of Liraglutide in the Treatment of Obesity Combined With Metabolism Associated Fatty Liver Disease,PHASE4,UNKNOWN,orlistat,orlistat,GI nutrient absorption,lipase inhibition,gastric and pancreatic lipases,Gastrointestinal lipase inhibitor reducing dietary fat absorption,small molecule,,False,VERIFIED,high,,Peripheral gastrointestinal mechanism.,False,VERIFIED,VERIFIED,GI nutrient absorption,lipase inhibition,True,False,False
NCT06515418,azelaprag bge-105,"BioAge Labs, Inc.",INDUSTRY,Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over,PHASE2,TERMINATED,azelaprag bge-105,azelaprag,Exercise-mimetic/metabolic,apelin receptor,APLNR (APJ),Apelin receptor agonist,small molecule,mono,False,VERIFIED_ALIAS,high,https://www.caymanchem.com/product/44644/azelaprag,"BGE-105/AMG 986 is azelaprag, an APJ agonist.",False,VERIFIED_ALIAS,VERIFIED_ALIAS,Exercise-mimetic/metabolic,apelin receptor,True,False,False
NCT06515418,tirzepatide,"BioAge Labs, Inc.",INDUSTRY,Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over,PHASE2,TERMINATED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06517797,s1b-509 high dose,"S1 Biopharma, Inc.",INDUSTRY,One-Year Study of S1B-509 vs Placebo for Weight Loss,PHASE2,NOT_YET_RECRUITING,,s1b-509 high dose,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06517797,s1b-509 low dose,"S1 Biopharma, Inc.",INDUSTRY,One-Year Study of S1B-509 vs Placebo for Weight Loss,PHASE2,NOT_YET_RECRUITING,,s1b-509 low dose,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06525935,enicepatide,"Carmot Therapeutics, Inc.",INDUSTRY,A Study of Enicepatide (CT-388) in Participants With Obesity or Overweight With at Least One Weight-Related Comorbidity,PHASE2,COMPLETED,enicepatide,enicepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.roche.com/media/releases/med-cor-2026-01-27,CT-388; once-weekly dual agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06532578,cpx101,"Guangzhou Chia Tai Innovative Pharmaceutical Co., Ltd.",INDUSTRY,Evaluate the Safety and Efficacy of CPX101 in Overweight and Obese Subjects Without Diabetes Mellitus,PHASE2,COMPLETED,cpx101,cpx101,Undisclosed,undisclosed,,,biological,,,RESEARCH_REQUIRED,low,https://clinicaltrials.gov/study/NCT06532578,Clinical obesity programme verified; authoritative public molecular mechanism not yet identified.,False,RESEARCH_REQUIRED,UNRESOLVED_PUBLIC_INFO,Undisclosed / insufficient public information,Undisclosed,False,True,False
NCT06534320,da-302168s,"Chendu DIAO Pharmaceutical Group CO., LTD.",INDUSTRY,"Safety, Tolerability and Pharmacokinetic Characteristics Evaluation of DA-302168S Tablets",PHASE1,COMPLETED,da-302168s,da-302168s,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/40257122/,Oral small-molecule GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06534346,da-302168s,"Chendu DIAO Pharmaceutical Group CO., LTD.",INDUSTRY,The Food Effect on Pharmacokinetics of DA-302168S,PHASE1,COMPLETED,da-302168s,da-302168s,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/40257122/,Oral small-molecule GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06536023,mazdutide,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,This is a Study to Evaluate the Pharmacokinetics and Safety of IBI362 in Chinese Adolescents With Obesity,PHASE1,COMPLETED,mazdutide,mazdutide,Incretin-based,GLP-1/glucagon,GLP1R; GCGR,Dual GLP-1/glucagon receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Former development code IBI362/LY3305677.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/glucagon,True,False,False
NCT06541509,semaglutide,University Medical Centre Ljubljana,OTHER,Mechanisms of Semaglutide Therapy in Heart Failure Patients,PHASE1; PHASE2,UNKNOWN,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06541730,da-302168s,"Chendu DIAO Pharmaceutical Group CO., LTD.",INDUSTRY,A Study Evulating DA-302168S Tablets in Overweight/Obese Subjects,PHASE1,COMPLETED,da-302168s,da-302168s,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/40257122/,Oral small-molecule GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06542536,monlunabant,Novo Nordisk A/S,INDUSTRY,A Research Study Investigating Safety and Concentration in the Blood After One Dose Tablet of the New Medicine Monlunabant in Healthy Weight Japanese and Caucasian Men,PHASE1,COMPLETED,,monlunabant,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06545162,cpx101,"Guangzhou Chia Tai Innovative Pharmaceutical Co., Ltd.",INDUSTRY,"Safety, Tolerability, and Pharmacokinetics of a Single or Multiple Ascending Doses of CPX101",PHASE1,COMPLETED,cpx101,cpx101,Undisclosed,undisclosed,,,biological,,,RESEARCH_REQUIRED,low,https://clinicaltrials.gov/study/NCT06532578,Clinical obesity programme verified; authoritative public molecular mechanism not yet identified.,False,RESEARCH_REQUIRED,UNRESOLVED_PUBLIC_INFO,Undisclosed / insufficient public information,Undisclosed,False,True,False
NCT06546384,semaglutide,"Insel Gruppe AG, University Hospital Bern",OTHER,"GLP-1 RA on Alcohol Consumption, Metabolism and Liver Parameters in Patients With Obesity and Fatty Liver Disease",,NOT_YET_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06547775,kn069,"Suzhou Alphamab Co., Ltd.",INDUSTRY,A Study to Evaluate Features of KN069 in Participants With Obesity or Overweight,PHASE1,RECRUITING,,kn069,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06548945,bofanglutide,"Gan and Lee Pharmaceuticals, USA",INDUSTRY,A Phase I Study of GZR18 Injection in Obese/Overweight Subjects,PHASE1,COMPLETED,bofanglutide,bofanglutide,Incretin-based,GLP-1,GLP1R,Long-acting GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GZR18; long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06548997,bofanglutide,"Gan and Lee Pharmaceuticals, USA",INDUSTRY,A Phase I Study of GZR18 Injection in Healthy Subjects,PHASE1,COMPLETED,bofanglutide,bofanglutide,Incretin-based,GLP-1,GLP1R,Long-acting GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GZR18; long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06557356,ly3532226,Eli Lilly and Company,INDUSTRY,A Study of LY3532226 in Participants With Obesity,PHASE1,COMPLETED,ly3532226,macupatide,Incretin-based,GIP,GIPR,Long-acting GIP receptor agonist,large-molecule biologic,mono,True,VERIFIED_ALIAS,high,https://www.lilly.com/science/research-development/pipeline,LY3532226 is macupatide.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GIP,True,False,False
