nct_id,brief_title,official_title,phase,overall_status,start_date,primary_completion_date,completion_date,first_posted_date,last_update_date,enrollment,enrollment_type,lead_sponsor,lead_sponsor_class,conditions,primary_purpose,allocation,intervention_model,masking,sex,minimum_age,maximum_age,healthy_volunteers,brief_summary,start_date_parsed,pharmacological_interventions,primary_outcome_measures,primary_outcome_timeframes,primary_outcome_descriptions,review_text,include_signal,exclude_signal,primary_outcome_text,direct_weight_outcome_signal,same_programme_weight_evidence_signal,development_context_signal,development_enabling_signal,positive_obesity_signal,review_category,auto_review_category,final_decision,final_decision_reason,final_decision_source,phase_group,phase_order,status_group,lead_sponsor_clean,sponsor_class_clean,focal_therapy_pair_count,focal_source_label_count,focal_identity_count,verified_mechanism_pair_count,multi_focal_trial,start_date_raw,start_year,start_month,start_day,start_date_precision,year_display,start_date_exact_for_comparison,start_timing_vs_snapshot,started_by_snapshot_conservative
NCT07338214,Investigating the Pharmacokinetics of Petrelintide Using Different Drug Product Concentrations,Investigating the Pharmacokinetics of Petrelintide Using Different Drug Product Concentrations in Participants With a BMI ≥27.0 kg/m²,PHASE1,COMPLETED,2025-12-17,2026-03-31,2026-03-31,2026-01-13,2026-04-08,48.0,ACTUAL,Zealand Pharma,INDUSTRY,Obesity & Overweight,BASIC_SCIENCE,RANDOMIZED,PARALLEL,NONE,ALL,18 Years,64 Years,True,"This clinical research study is testing the study compound petrelintide that is being developed for the weight management in people with obesity or overweight with co-morbidities or related diseases.

The goal is to learn how the same single dose of petrelintide, given using different concentrations, works in the body when given to participants with a BMI at, or above, 27kg/m2.

The main questions it aims to answer are:

1. Are there differences in how the body absorbs, distributes, metabolises and excretes petrelintide when same single dose petrelintide is given using different concentrations?
2. Are there differences in safety of petrelintide when same single dose petrelintide is given using different concentrations?

Participants will:

Visit the study center 10 times for tests and blood sampling (9 day ambulatory visits and 1 in-house visit of 4 consecutive days with sleeping 3 nights at the study center).

Petrelintide will be given once as a single injection in a skin fold of the abdomen on Day 1. The participants will be monitored until approximately Day 50.",2025-12-17,Petrelintide,To investigate the Pharmacokinetics of a single dose administration of petrelintide administered subcutaneously using 4 different drug product concentrations in participants with overweight or obesity,Day 1 - day 50 (+/- 2),Area under the petrelintide plasma concentration time curve from time zero to infinity after a single dose of petrelintide (AUC0-inf); Maximum observed plasma concentration (Cmax) from time zero to infinity after a single dose of petrelintide,"investigating the pharmacokinetics of petrelintide using different drug product concentrations investigating the pharmacokinetics of petrelintide using different drug product concentrations in participants with a bmi ≥27.0 kg/m² obesity & overweight this clinical research study is testing the study compound petrelintide that is being developed for the weight management in people with obesity or overweight with co-morbidities or related diseases.

the goal is to learn how the same single dose of petrelintide, given using different concentrations, works in the body when given to participants with a bmi at, or above, 27kg/m2.

the main questions it aims to answer are:

1. are there differences in how the body absorbs, distributes, metabolises and excretes petrelintide when same single dose petrelintide is given using different concentrations?
2. are there differences in safety of petrelintide when same single dose petrelintide is given using different concentrations?

participants will:

visit the study center 10 times for tests and blood sampling (9 day ambulatory visits and 1 in-house visit of 4 consecutive days with sleeping 3 nights at the study center).

petrelintide will be given once as a single injection in a skin fold of the abdomen on day 1. the participants will be monitored until approximately day 50. petrelintide to investigate the pharmacokinetics of a single dose administration of petrelintide administered subcutaneously using 4 different drug product concentrations in participants with overweight or obesity area under the petrelintide plasma concentration time curve from time zero to infinity after a single dose of petrelintide (auc0-inf); maximum observed plasma concentration (cmax) from time zero to infinity after a single dose of petrelintide",True,False,to investigate the pharmacokinetics of a single dose administration of petrelintide administered subcutaneously using 4 different drug product concentrations in participants with overweight or obesity area under the petrelintide plasma concentration time curve from time zero to infinity after a single dose of petrelintide (auc0-inf); maximum observed plasma concentration (cmax) from time zero to infinity after a single dose of petrelintide,False,True,True,True,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,Automatic include retained without further audit because the trial had strong weight-outcome and/or same-programme obesity-development evidence.,AUTO_STRONG_INCLUDE,Phase 1,2,Completed,Zealand Pharma,INDUSTRY,1,1,1,1,False,2025-12-17,2025,12,17,DAY,2025,2025-12-17,BEFORE_SNAPSHOT,True
NCT04520490,Brain Activation and Satiety in Children 2,Brain Systems and Behaviors Underlying Response to Obesity Treatment in Children,PHASE3,ACTIVE_NOT_RECRUITING,2021-01-28,2025-08-21,2026-02-12,2020-08-20,2026-01-05,63.0,ACTUAL,Seattle Children's Hospital,OTHER,Childhood Obesity,TREATMENT,RANDOMIZED,PARALLEL,QUADRUPLE,ALL,10 Years,12 Years,False,"Childhood obesity and related long-term effects are serious public health problems, but not all children with obesity do well in treatment. This study will test a new combination of family-based behavioral treatment (FBT) with a drug intervention using a glucagon-like peptide-1 receptor agonist (GLP-1RA) exenatide once weekly extended-release (ExQW, Bydureon®) in order to improve obesity intervention outcomes in 10-12-year-old children.",2021-01-28,Exenatide 2 mg [Bydureon]; Placebo,Change of BMI z-score,Change from drug treatment randomization at week 8 of family-based behavioral treatment (FBT) to end of combined intervention (FBT + drug) at week 24 of FBT,"Body mass index (BMI) z-scores will be derived using CDC growth charts, using the LMS method, to allow for comparison of adiposity over time and across children who differ in age and sex.","brain activation and satiety in children 2 brain systems and behaviors underlying response to obesity treatment in children childhood obesity childhood obesity and related long-term effects are serious public health problems, but not all children with obesity do well in treatment. this study will test a new combination of family-based behavioral treatment (fbt) with a drug intervention using a glucagon-like peptide-1 receptor agonist (glp-1ra) exenatide once weekly extended-release (exqw, bydureon®) in order to improve obesity intervention outcomes in 10-12-year-old children. exenatide 2 mg [bydureon]; placebo change of bmi z-score body mass index (bmi) z-scores will be derived using cdc growth charts, using the lms method, to allow for comparison of adiposity over time and across children who differ in age and sex.",True,False,"change of bmi z-score body mass index (bmi) z-scores will be derived using cdc growth charts, using the lms method, to allow for comparison of adiposity over time and across children who differ in age and sex.",False,False,False,False,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,"Retain automatic include after sanity audit: the study centrally evaluates obesity/weight treatment or a genuine obesity-drug development programme, with no conflicting primary indication identified.",AUTO_SANITY_AUDIT,Phase 3,6,Active / recruiting,Seattle Children's Hospital,OTHER,1,1,1,1,False,2021-01-28,2021,1,28,DAY,2021,2021-01-28,BEFORE_SNAPSHOT,True
NCT03466203,Safety Study of LLF580 in Obese Volunteers,A 12 Week Phase Ib Randomized Investigator and Subject Blinded Placebo Controlled Repeat-dose Study of LLF580,PHASE1,COMPLETED,2018-02-26,2019-11-13,2019-11-13,2018-03-15,2021-10-12,61.0,ACTUAL,Novartis Pharmaceuticals,INDUSTRY,Obesity,TREATMENT,RANDOMIZED,PARALLEL,TRIPLE,ALL,18 Years,65 Years,False,"The purpose of the study is to evaluate the safety and tolerability of multiple doses of LLF580 administered subcutaneously over 3 months in obese subjects. In addition, the study will also determine early efficacy signals in various metabolic diseases associated with elevated triglycerides and/or obesity.",2018-02-26,LLF580; Placebo,Number of Participants with Adverse Events as a Measure of Safety and Tolerability following repeated dosing of LLF580,12 weeks,To assess the safety and tolerability in obese subjects following repeated dosing of LLF580 by subcutaneous (SC) injection over 12 weeks.,"safety study of llf580 in obese volunteers a 12 week phase ib randomized investigator and subject blinded placebo controlled repeat-dose study of llf580 obesity the purpose of the study is to evaluate the safety and tolerability of multiple doses of llf580 administered subcutaneously over 3 months in obese subjects. in addition, the study will also determine early efficacy signals in various metabolic diseases associated with elevated triglycerides and/or obesity. llf580; placebo number of participants with adverse events as a measure of safety and tolerability following repeated dosing of llf580 to assess the safety and tolerability in obese subjects following repeated dosing of llf580 by subcutaneous (sc) injection over 12 weeks.",False,False,number of participants with adverse events as a measure of safety and tolerability following repeated dosing of llf580 to assess the safety and tolerability in obese subjects following repeated dosing of llf580 by subcutaneous (sc) injection over 12 weeks.,False,False,True,False,False,MANUAL_REVIEW,MANUAL_REVIEW,INCLUDE,Industry early-phase development study in an obesity/overweight population,MANUAL_REVIEW,Phase 1,2,Completed,Novartis Pharmaceuticals,INDUSTRY,1,1,1,0,False,2018-02-26,2018,2,26,DAY,2018,2018-02-26,BEFORE_SNAPSHOT,True
NCT05051579,A Study of LY3502970 in Participants With Obesity or Overweight With Weight-related Comorbidities,A Phase 2 Study of Once-Daily LY3502970 Compared With Placebo in Participants Who Have Obesity or Are Overweight With Weight-Related Comorbidities,PHASE2,COMPLETED,2021-09-29,2022-08-25,2022-11-22,2021-09-21,2023-09-13,272.0,ACTUAL,Eli Lilly and Company,INDUSTRY,Obesity; Overweight and Obesity,TREATMENT,RANDOMIZED,PARALLEL,DOUBLE,ALL,18 Years,75 Years,False,The main purpose of the study was to assess the effect of LY3502970 in participants who have obesity or are overweight.,2021-09-29,LY3502970; Placebo,Percent Change From Baseline in Body Weight in LY3502970 and Placebo,"Baseline, Week 26",Least Squares (LS) mean was determined by mixed model repeated measures (MMRM) model with Baseline + Baseline BMI Group + Sex + Treatment + Time + Treatment\*Time (Type III sum of squares) as variables. Variance-Covariance structure (Actual Value) = Unstructured. Variance-Covariance structure (Percent Change from Baseline) = Unstructured.,a study of ly3502970 in participants with obesity or overweight with weight-related comorbidities a phase 2 study of once-daily ly3502970 compared with placebo in participants who have obesity or are overweight with weight-related comorbidities obesity; overweight and obesity the main purpose of the study was to assess the effect of ly3502970 in participants who have obesity or are overweight. ly3502970; placebo percent change from baseline in body weight in ly3502970 and placebo least squares (ls) mean was determined by mixed model repeated measures (mmrm) model with baseline + baseline bmi group + sex + treatment + time + treatment\*time (type iii sum of squares) as variables. variance-covariance structure (actual value) = unstructured. variance-covariance structure (percent change from baseline) = unstructured.,False,False,percent change from baseline in body weight in ly3502970 and placebo least squares (ls) mean was determined by mixed model repeated measures (mmrm) model with baseline + baseline bmi group + sex + treatment + time + treatment\*time (type iii sum of squares) as variables. variance-covariance structure (actual value) = unstructured. variance-covariance structure (percent change from baseline) = unstructured.,True,True,False,False,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,Automatic include retained without further audit because the trial had strong weight-outcome and/or same-programme obesity-development evidence.,AUTO_STRONG_INCLUDE,Phase 2,4,Completed,Eli Lilly and Company,INDUSTRY,1,1,1,1,False,2021-09-29,2021,9,29,DAY,2021,2021-09-29,BEFORE_SNAPSHOT,True
NCT07220629,Study to Explore the Safety and Efficacy of NT-0796 as an Adjunct to Semaglutide in Participants With Obesity (RESOLVE-2),"A Phase 2a Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter Study to Explore the Safety and Efficacy of NT-0796 as an Adjunct to Semaglutide Plus a Reduced Calorie Diet and Increased Physical Activity in Participants With Obesity",PHASE2,ACTIVE_NOT_RECRUITING,2025-10-02,2026-08-21,2026-08-21,2025-10-24,2026-04-08,82.0,ACTUAL,NodThera Limited,INDUSTRY,Obesity,TREATMENT,RANDOMIZED,PARALLEL,TRIPLE,ALL,18 Years,75 Years,False,"A Phase 2a randomized, double-blind, placebo-controlled, parallel-group, multicenter study to explore the safety and efficacy of NT-0796 as an adjunct to semaglutide in participants with obesity over a 6 months treatment period.",2025-10-02,NT-0796; Placebo,"Assess the safety and tolerability of NT-0796 as an adjunct to semaglutide in participants with obesity by assessing AEs and SAEs, symptoms of nausea and vomiting, clinical laboratory parameters, vital signs and ECGs.",Baseline to Week 24,,"study to explore the safety and efficacy of nt-0796 as an adjunct to semaglutide in participants with obesity (resolve-2) a phase 2a randomized, double-blind, placebo-controlled, parallel-group, multicenter study to explore the safety and efficacy of nt-0796 as an adjunct to semaglutide plus a reduced calorie diet and increased physical activity in participants with obesity obesity a phase 2a randomized, double-blind, placebo-controlled, parallel-group, multicenter study to explore the safety and efficacy of nt-0796 as an adjunct to semaglutide in participants with obesity over a 6 months treatment period. nt-0796; placebo assess the safety and tolerability of nt-0796 as an adjunct to semaglutide in participants with obesity by assessing aes and saes, symptoms of nausea and vomiting, clinical laboratory parameters, vital signs and ecgs. ",False,False,"assess the safety and tolerability of nt-0796 as an adjunct to semaglutide in participants with obesity by assessing aes and saes, symptoms of nausea and vomiting, clinical laboratory parameters, vital signs and ecgs. ",False,True,True,True,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,"Retain automatic include after sanity audit: the study centrally evaluates obesity/weight treatment or a genuine obesity-drug development programme, with no conflicting primary indication identified.",AUTO_SANITY_AUDIT,Phase 2,4,Active / recruiting,NodThera Limited,INDUSTRY,1,1,1,1,False,2025-10-02,2025,10,2,DAY,2025,2025-10-02,BEFORE_SNAPSHOT,True
NCT07793929,A Study to Evaluate the Impact of Renal Impairment on the Pharmacokinetics (PK) of Ribupatide,"A Phase 1, Open Label, Parallel Group Study to Evaluate the Impact of Renal Impairment on the Pharmacokinetics of Ribupatide in Healthy Participants and in Participants Living With Severe Renal Impairment or End Stage Kidney Disease",PHASE1,NOT_YET_RECRUITING,2026-09-08,2028-02-08,2028-02-08,2026-08-31,2026-09-03,32.0,ESTIMATED,Kailera,INDUSTRY,End Stage Renal Disease; Renal Impairment; Obesity; Overweight,TREATMENT,,SINGLE_GROUP,NONE,ALL,18 Years,85 Years,True,The primary objective of the study is to estimate the PK parameters of ribupatide in participants with severe renal impairment or end-stage kidney disease (ESKD) after a single dose of ribupatide subcutaneous (SC) injection compared with participants with normal renal function.,2026-09-08,Ribupatide,Maximum Observed Plasma Concentration (Cmax) of Ribupatide; Area Under Concentration Time Curve From Time Zero to Time of the Last Measurable Concentration (AUC0-t) of Ribupatide; Area Under Concentration Time Curve From Time Zero Extrapolated to Infinity (AUC0-inf) of Ribupatide,Predose up to 816 hours postdose on Day 35,,"a study to evaluate the impact of renal impairment on the pharmacokinetics (pk) of ribupatide a phase 1, open label, parallel group study to evaluate the impact of renal impairment on the pharmacokinetics of ribupatide in healthy participants and in participants living with severe renal impairment or end stage kidney disease end stage renal disease; renal impairment; obesity; overweight the primary objective of the study is to estimate the pk parameters of ribupatide in participants with severe renal impairment or end-stage kidney disease (eskd) after a single dose of ribupatide subcutaneous (sc) injection compared with participants with normal renal function. ribupatide maximum observed plasma concentration (cmax) of ribupatide; area under concentration time curve from time zero to time of the last measurable concentration (auc0-t) of ribupatide; area under concentration time curve from time zero extrapolated to infinity (auc0-inf) of ribupatide ",False,False,maximum observed plasma concentration (cmax) of ribupatide; area under concentration time curve from time zero to time of the last measurable concentration (auc0-t) of ribupatide; area under concentration time curve from time zero extrapolated to infinity (auc0-inf) of ribupatide ,False,True,True,True,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,"Retain automatic include after sanity audit: the study centrally evaluates obesity/weight treatment or a genuine obesity-drug development programme, with no conflicting primary indication identified.",AUTO_SANITY_AUDIT,Phase 1,2,Active / recruiting,Kailera,INDUSTRY,1,1,1,1,False,2026-09-08,2026,9,8,DAY,2026 YTD,2026-09-08,BEFORE_SNAPSHOT,True
NCT04589130,"Evaluating Contrave for Weight Maintenance in Adults With BMI >= 27 Kg/m2, After 6 Month Behaviour Modification Program.","Trial Evaluating Effectiveness of Contrave (Naltrexone HCl / Bupropion HCl) for Weight Maintenance in Adults With BMI ≥ 27 Kg/m2, After 6 Month Intensive Behavior Modification Program: Contrave Obesity Trials (COR) Weight Maintenance Study",PHASE4,UNKNOWN,2021-02-01,2023-12-31,2023-12-31,2020-10-19,2023-08-03,89.0,ACTUAL,St. Joseph's Healthcare Hamilton,OTHER,Obesity,TREATMENT,RANDOMIZED,PARALLEL,QUADRUPLE,ALL,18 Years,,False,"Contrave (naltrexone HCl and bupropion HCl) extended-release tablet is an approved drug and indicated to be used with a low calorie diet and increased physical activity for chronic weight management in obese adults (BMI 30 Kg/m2 or greater) or overweight adults (BMI 27 Kg/m2 or greater) with at least one weight related condition such as hypertension or diabetes. Presently we do not have any evidence for the use of Contrave for weight maintenance.

The purpose of this study is to demonstrate that in participants who have ≥ 5% weight loss following the completion of a behaviour modification program with meal replacements, Contrave combined with usual care (dietary and behaviour counselling) will significantly improve maintenance of weight loss and promote further weight loss, compared to placebo with usual care.",2021-02-01,Contrave 8Mg-90Mg Extended-Release Tablet; Placebo,Mean Percentage Change in Body Weight; Percentage of participants who maintained their weight; Percentage of participants who lost more than of equal to 5% of body weight,Week 0 to Week 28,"To determine the weight loss maintenance and any further weight loss effect of Contrave with usual care compared to placebo with usual care, in a post behaviour modification program population.; To determine the weight loss maintenance effect of Contrave with usual care compared to placebo with usual care, in post behaviour modification program population (Participants who had a weight regain less than or equal to 3% of weight from Week 0 - 28 will be regarded as maintainers).; To determine any further weight loss effect of Contrave with usual care compared to placebo with usual care, in a post behaviour modification program population.","evaluating contrave for weight maintenance in adults with bmi >= 27 kg/m2, after 6 month behaviour modification program. trial evaluating effectiveness of contrave (naltrexone hcl / bupropion hcl) for weight maintenance in adults with bmi ≥ 27 kg/m2, after 6 month intensive behavior modification program: contrave obesity trials (cor) weight maintenance study obesity contrave (naltrexone hcl and bupropion hcl) extended-release tablet is an approved drug and indicated to be used with a low calorie diet and increased physical activity for chronic weight management in obese adults (bmi 30 kg/m2 or greater) or overweight adults (bmi 27 kg/m2 or greater) with at least one weight related condition such as hypertension or diabetes. presently we do not have any evidence for the use of contrave for weight maintenance.

the purpose of this study is to demonstrate that in participants who have ≥ 5% weight loss following the completion of a behaviour modification program with meal replacements, contrave combined with usual care (dietary and behaviour counselling) will significantly improve maintenance of weight loss and promote further weight loss, compared to placebo with usual care. contrave 8mg-90mg extended-release tablet; placebo mean percentage change in body weight; percentage of participants who maintained their weight; percentage of participants who lost more than of equal to 5% of body weight to determine the weight loss maintenance and any further weight loss effect of contrave with usual care compared to placebo with usual care, in a post behaviour modification program population.; to determine the weight loss maintenance effect of contrave with usual care compared to placebo with usual care, in post behaviour modification program population (participants who had a weight regain less than or equal to 3% of weight from week 0 - 28 will be regarded as maintainers).; to determine any further weight loss effect of contrave with usual care compared to placebo with usual care, in a post behaviour modification program population.",True,False,"mean percentage change in body weight; percentage of participants who maintained their weight; percentage of participants who lost more than of equal to 5% of body weight to determine the weight loss maintenance and any further weight loss effect of contrave with usual care compared to placebo with usual care, in a post behaviour modification program population.; to determine the weight loss maintenance effect of contrave with usual care compared to placebo with usual care, in post behaviour modification program population (participants who had a weight regain less than or equal to 3% of weight from week 0 - 28 will be regarded as maintainers).; to determine any further weight loss effect of contrave with usual care compared to placebo with usual care, in a post behaviour modification program population.",True,True,False,False,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,Automatic include retained without further audit because the trial had strong weight-outcome and/or same-programme obesity-development evidence.,AUTO_STRONG_INCLUDE,Phase 4,7,Unknown,St. Joseph's Healthcare Hamilton,OTHER,1,1,1,1,False,2021-02-01,2021,2,1,DAY,2021,2021-02-01,BEFORE_SNAPSHOT,True
NCT06929156,A Study of BGM0504 in Healthy Participants and Participants With Impaired Renal Function,"A Multi-center, Single-dose, Open-label, Parallel Design, Pharmacokinetics Study of BGM0504 Injection in Healthy Participants and Participants With Impaired Renal Function",PHASE1,COMPLETED,2025-05-06,2025-12-25,2025-12-25,2025-04-16,2026-02-11,34.0,ACTUAL,"BrightGene Bio-Medical Technology Co., Ltd.",INDUSTRY,Type 2 Diabetes Mellitus (T2DM); Overweight or Obese,TREATMENT,NON_RANDOMIZED,PARALLEL,NONE,ALL,18 Years,65 Years,True,The purpose of this study is to assess how fast BGM0504 gets into the blood stream and how long it takes the body to remove it in participants with impaired kidney function compared to healthy participants.,2025-05-06,BGM0504,Area Under the Concentration Versus Time Curve (AUC) of BGM0504 From Time Zero to Tlast (AUC0-t); Maximum Concentration of BGM0504 (Cmax); Area Under the Concentration Versus Time Curve (AUC) of BGM0504 From Time Zero to Infinity (AUC0-inf),Start of Treatment up to Day 29,Area Under the Concentration Versus Time Curve (AUC) of BGM0504 From Time Zero to Tlast (AUC0-t); Maximum Concentration of BGM0504 (Cmax); Area Under the Concentration Versus Time Curve (AUC) of BGM0504 From Time Zero to Infinity (AUC0-inf),"a study of bgm0504 in healthy participants and participants with impaired renal function a multi-center, single-dose, open-label, parallel design, pharmacokinetics study of bgm0504 injection in healthy participants and participants with impaired renal function type 2 diabetes mellitus (t2dm); overweight or obese the purpose of this study is to assess how fast bgm0504 gets into the blood stream and how long it takes the body to remove it in participants with impaired kidney function compared to healthy participants. bgm0504 area under the concentration versus time curve (auc) of bgm0504 from time zero to tlast (auc0-t); maximum concentration of bgm0504 (cmax); area under the concentration versus time curve (auc) of bgm0504 from time zero to infinity (auc0-inf) area under the concentration versus time curve (auc) of bgm0504 from time zero to tlast (auc0-t); maximum concentration of bgm0504 (cmax); area under the concentration versus time curve (auc) of bgm0504 from time zero to infinity (auc0-inf)",False,False,area under the concentration versus time curve (auc) of bgm0504 from time zero to tlast (auc0-t); maximum concentration of bgm0504 (cmax); area under the concentration versus time curve (auc) of bgm0504 from time zero to infinity (auc0-inf) area under the concentration versus time curve (auc) of bgm0504 from time zero to tlast (auc0-t); maximum concentration of bgm0504 (cmax); area under the concentration versus time curve (auc) of bgm0504 from time zero to infinity (auc0-inf),False,True,True,True,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,"Retain automatic include after sanity audit: the study centrally evaluates obesity/weight treatment or a genuine obesity-drug development programme, with no conflicting primary indication identified.",AUTO_SANITY_AUDIT,Phase 1,2,Completed,"BrightGene Bio-Medical Technology Co., Ltd.",INDUSTRY,1,1,1,1,False,2025-05-06,2025,5,6,DAY,2025,2025-05-06,BEFORE_SNAPSHOT,True
NCT07791537,Phase 2 Study to Evaluate the Efficacy and Safety of MWN109 Injection in Non-Diabetic Participants With Overweight,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Phase 2 Trial Assessing the Efficacy and Safety of MWN109 Injection in Non-Diabetic Participants With Overweight or Obesity",PHASE2,ACTIVE_NOT_RECRUITING,2025-12-26,,,2026-08-28,2026-08-28,125.0,ACTUAL,"Shanghai Minwei Biotechnology Co., Ltd",INDUSTRY,"Overweight , Obesity",TREATMENT,RANDOMIZED,PARALLEL,DOUBLE,ALL,18 Years,65 Years,False,"This study is a multicenter, randomized, double-blind, placebo-controlled phase II study conducted in China. It aims to evaluate the efficacy and safety of MWN109 injection in non-diabetic overweight or obese participants.

A total of 125 participants were enrolled in the study. All participants were randomly assigned using stratified block randomization by gender (male or female) and allocated to 4 treatment groups at a 1:1:1:1 ratio, with approximately 30 participants in each group. Each treatment group will reach the target dose through dose titration.

This study consists of a screening period of up to 2 weeks, a treatment period of 36 weeks, and a follow-up period of 4 weeks, totaling 42 weeks. The primary endpoint is the percentage change in body weight compared to the baseline after 36 weeks of drug administration. The secondary endpoints include the proportions of participants with a body weight reduction of ≥5%, ≥10%, ≥15%, and ≥20% relative to the baseline after 36 weeks of treatment, as well as the change in waist circumference relative to the baseline.",2025-12-26,MWN109 1; MWN109 2; MWN109 3; Placebo,Percentage change in body weight compared to baseline after 36 weeks of drug administration,"Baseline, Week 36",Percentage change in body weight from baseline to Week 36.,"phase 2 study to evaluate the efficacy and safety of mwn109 injection in non-diabetic participants with overweight a multicenter, randomized, double-blind, placebo-controlled phase 2 trial assessing the efficacy and safety of mwn109 injection in non-diabetic participants with overweight or obesity overweight , obesity this study is a multicenter, randomized, double-blind, placebo-controlled phase ii study conducted in china. it aims to evaluate the efficacy and safety of mwn109 injection in non-diabetic overweight or obese participants.

a total of 125 participants were enrolled in the study. all participants were randomly assigned using stratified block randomization by gender (male or female) and allocated to 4 treatment groups at a 1:1:1:1 ratio, with approximately 30 participants in each group. each treatment group will reach the target dose through dose titration.

this study consists of a screening period of up to 2 weeks, a treatment period of 36 weeks, and a follow-up period of 4 weeks, totaling 42 weeks. the primary endpoint is the percentage change in body weight compared to the baseline after 36 weeks of drug administration. the secondary endpoints include the proportions of participants with a body weight reduction of ≥5%, ≥10%, ≥15%, and ≥20% relative to the baseline after 36 weeks of treatment, as well as the change in waist circumference relative to the baseline. mwn109 1; mwn109 2; mwn109 3; placebo percentage change in body weight compared to baseline after 36 weeks of drug administration percentage change in body weight from baseline to week 36.",True,False,percentage change in body weight compared to baseline after 36 weeks of drug administration percentage change in body weight from baseline to week 36.,True,True,False,False,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,Automatic include retained without further audit because the trial had strong weight-outcome and/or same-programme obesity-development evidence.,AUTO_STRONG_INCLUDE,Phase 2,4,Active / recruiting,"Shanghai Minwei Biotechnology Co., Ltd",INDUSTRY,1,1,1,1,False,2025-12-26,2025,12,26,DAY,2025,2025-12-26,BEFORE_SNAPSHOT,True
NCT06027567,"The Effect of an Anti-obesity Drug, Semaglutide, as Treatment in New-onset Idiopathic Intracranial Hypertension (IIH) Compared to Standard Weight Management (Dietician) With Regards to Change in Weight and Intracranial Pressure",Glucagon-like Peptide-1 Receptor (GLP-1R) Analogue Assisted Rapid Weight Loss Program as Treatment of Idiopathic Intracranial Hypertension,PHASE4,COMPLETED,2022-09-02,2025-01-28,2025-10-28,2023-09-07,2026-02-27,38.0,ACTUAL,Rigmor Højland Jensen,OTHER,Idiopathic Intracranial Hypertension; Intracranial Pressure; Obesity; Pseudotumor Cerebri Syndrome; Papilledema; Weight Loss,TREATMENT,RANDOMIZED,PARALLEL,NONE,FEMALE,18 Years,65 Years,False,"50 patients with verified new-onset Idiopathic Intracranial Hypertension are randomly allocated to standard weight management (dietician counselling) or trial intervention consisting of subcutaneous injections with Semaglutide for 10 months combined, in the initial 8 weeks following diagnosis, with a Very Low Calorie-Diet (max 800 kcal/day)",2022-09-02,Semaglutide,Weight; Intracranial pressure,8 weeks,Weight change (%); Change in lumbar opening pressure in cm cerebrospinal fluid measured by manometry; Change in lumbar opening pressure (%),"the effect of an anti-obesity drug, semaglutide, as treatment in new-onset idiopathic intracranial hypertension (iih) compared to standard weight management (dietician) with regards to change in weight and intracranial pressure glucagon-like peptide-1 receptor (glp-1r) analogue assisted rapid weight loss program as treatment of idiopathic intracranial hypertension idiopathic intracranial hypertension; intracranial pressure; obesity; pseudotumor cerebri syndrome; papilledema; weight loss 50 patients with verified new-onset idiopathic intracranial hypertension are randomly allocated to standard weight management (dietician counselling) or trial intervention consisting of subcutaneous injections with semaglutide for 10 months combined, in the initial 8 weeks following diagnosis, with a very low calorie-diet (max 800 kcal/day) semaglutide weight; intracranial pressure weight change (%); change in lumbar opening pressure in cm cerebrospinal fluid measured by manometry; change in lumbar opening pressure (%)",True,False,weight; intracranial pressure weight change (%); change in lumbar opening pressure in cm cerebrospinal fluid measured by manometry; change in lumbar opening pressure (%),False,False,False,False,True,LIKELY_INCLUDE,LIKELY_INCLUDE,INCLUDE,"Retain automatic include after sanity audit: the study centrally evaluates obesity/weight treatment or a genuine obesity-drug development programme, with no conflicting primary indication identified.",AUTO_SANITY_AUDIT,Phase 4,7,Completed,Rigmor Højland Jensen,OTHER,1,1,1,1,False,2022-09-02,2022,9,2,DAY,2022,2022-09-02,BEFORE_SNAPSHOT,True
